,제조사,모델,연식,주행거리,연료,변속기,기통,구동방식,등급,유형,색상,상태,가격
34364,ford,edge,2008.0,253551,휘발유,자동,6,사륜구동,중형,SUV,파란색,훌륭함,6300000
34365,mercedes-benz,e320,2005.0,235074,휘발유,자동,6,전륜구동,대형,세단,파란색,새거같음,5400000
34366,gmc,terrain,2018.0,23726,휘발유,자동,4,사륜구동,중형,SUV,검은색,훌륭함,26394000
34367,honda,accord,2005.0,328236,휘발유,자동,6,후륜구동,중형,세단,파란색,훌륭함,3000000
34368,dodge,challenger,2017.0,66665,휘발유,자동,6,전륜구동,중형,쿠페,빨간색,훌륭함,25500000
34369,dodge,durango,2012.0,257440,휘발유,자동,6,사륜구동,대형,SUV,회색,훌륭함,10200000
34370,lincoln,mkx,2013.0,139439,휘발유,자동,6,사륜구동,중형,SUV,은색,훌륭함,16800000
34371,hyundai,santa fe sport,2017.0,72071,휘발유,자동,4,사륜구동,중형,SUV,회색,훌륭함,20520000
34372,cadillac,ats,2018.0,46361,휘발유,자동,6,사륜구동,준중형,세단,검은색,훌륭함,34800000
34373,chevrolet,traverse,2017.0,27253,휘발유,자동,6,후륜구동,대형,SUV,흰색,훌륭함,28794000
34374,mitsubishi,outlander,2019.0,61364,휘발유,자동,4,사륜구동,중형,SUV,은색,훌륭함,20400000
34375,ford,f-150,2018.0,17216,휘발유,자동,8,사륜구동,중형,트럭,파란색,훌륭함,46794000
34376,buick,enclave,2017.0,56789,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,35098800
34377,chevrolet,silverado 1500,2018.0,38566,휘발유,자동,8,사륜구동,중형,트럭,검은색,훌륭함,38984400
34378,cadillac,srx,2016.0,71407,휘발유,자동,6,후륜구동,중형,SUV,은색,훌륭함,22680000
34379,volkswagen,passat,2013.0,104499,경유,자동,4,후륜구동,중형,세단,검은색,훌륭함,17400000
34380,ford,mustang,2008.0,89991,휘발유,자동,8,전륜구동,소형,쿠페,빨간색,훌륭함,17994000
34381,ford,mustang mach 1,2003.0,62388,휘발유,자동,8,전륜구동,대형,쿠페,빨간색,새거같음,21296400
34382,chevrolet,traverse,2011.0,102976,휘발유,자동,6,후륜구동,대형,SUV,빨간색,훌륭함,9000000
34383,hyundai,sonata,2007.0,360416,휘발유,자동,6,후륜구동,중형,쿠페,파란색,좋음,3360000
34384,chevrolet,cobalt lt,2008.0,249395,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,2280000
34385,ford,explorer,2017.0,63690,휘발유,자동,6,후륜구동,대형,SUV,파란색,훌륭함,29994000
34386,cadillac,xt6,2020.0,12233,휘발유,자동,6,사륜구동,중형,SUV,흰색,훌륭함,61800000
34387,chrysler,300,2017.0,63732,휘발유,자동,6,사륜구동,대형,세단,빨간색,훌륭함,24000000
34388,gmc,canyon,2018.0,29578,휘발유,자동,6,사륜구동,준중형,트럭,빨간색,훌륭함,41400000
34389,gmc,sierra 1500,2018.0,56501,휘발유,자동,8,사륜구동,중형,트럭,갈색,훌륭함,43074000
34390,kia,optima hybrid,2017.0,92021,하이브리드,자동,4,후륜구동,중형,세단,회색,훌륭함,16200000
34391,ford,edge,2020.0,9010,휘발유,자동,4,사륜구동,중형,SUV,검은색,훌륭함,44744400
34392,ford,f-350sd,2016.0,130864,경유,자동,8,사륜구동,대형,트럭,흰색,훌륭함,56400000
34393,toyota,tundra,2018.0,52134,휘발유,자동,8,사륜구동,중형,트럭,회색,훌륭함,48900000
34394,volkswagen,jetta,2018.0,35388,휘발유,자동,4,후륜구동,준중형,세단,검은색,훌륭함,17400000
34395,gmc,yukon slt,2017.0,183622,휘발유,자동,8,사륜구동,대형,SUV,흰색,훌륭함,35400000
34396,jeep,grand cherokee,2010.0,3,휘발유,자동,8,사륜구동,중형,SUV,검은색,훌륭함,6594000
34397,ford,mustang,2020.0,143,휘발유,자동,4,전륜구동,소형,쿠페,파란색,훌륭함,35994000
34398,honda,civic,2000.0,3,휘발유,자동,4,후륜구동,소형,세단,검은색,좋음,2160000
34399,ford,edge,2013.0,144758,휘발유,자동,6,후륜구동,중형,SUV,파란색,훌륭함,13194000
34400,gmc,terrain sle-1 awd,2017.0,52520,휘발유,자동,4,사륜구동,중형,SUV,파란색,새거같음,20388000
34401,subaru,outback,2016.0,137648,휘발유,자동,4,사륜구동,중형,웨건,빨간색,훌륭함,20400000
34402,ford,f-150,2014.0,142356,휘발유,자동,8,사륜구동,중형,트럭,빨간색,훌륭함,30600000
34403,cadillac,xts,2013.0,78371,휘발유,자동,6,후륜구동,대형,세단,빨간색,훌륭함,19800000
34404,ford,fusion,2009.0,271921,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,6600000
34405,mazda,cx-7 sport,2007.0,143201,휘발유,자동,4,후륜구동,중형,SUV,빨간색,좋음,4800000
34406,mercury,montego,2007.0,227250,휘발유,자동,6,사륜구동,중형,세단,회색,훌륭함,3594000
34407,ford,fusion,2009.0,271921,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,6600000
34408,kia,sorento,2011.0,192281,휘발유,자동,4,후륜구동,대형,SUV,흰색,훌륭함,7194000
34409,ford,f-250 super duty,2002.0,94103,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,11400000
34410,kia,optima,2013.0,32180,휘발유,자동,4,후륜구동,중형,세단,회색,새거같음,12600000
34411,ford,focus,2014.0,222698,휘발유,자동,4,후륜구동,준중형,세단,빨간색,훌륭함,4794000
34412,ford,flex,2016.0,124948,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,20994000
34413,dodge,durango,2003.0,203112,휘발유,자동,8,전륜구동,대형,SUV,은색,좋음,7194000
34414,volvo,s40,2010.0,139983,휘발유,자동,5,후륜구동,중형,세단,검은색,훌륭함,8400000
34415,jeep,wrangler,2015.0,150196,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,27594000
34416,honda,cr-v,2007.0,337890,휘발유,자동,4,사륜구동,준중형,SUV,검은색,훌륭함,7200000
34417,toyota,tundra sr5,2007.0,241350,휘발유,자동,8,사륜구동,대형,트럭,파란색,훌륭함,18600000
34418,ford,taurus se,2018.0,41388,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,13198800
34419,chevrolet,cruze ls,2012.0,256368,휘발유,수동,4,후륜구동,준중형,세단,은색,훌륭함,4020000
34420,hyundai,elantra,2013.0,154464,휘발유,자동,4,후륜구동,중형,세단,파란색,훌륭함,1674000
34421,ford,explorer,2016.0,124882,휘발유,자동,4,후륜구동,대형,SUV,파란색,훌륭함,19074000
34422,chevrolet,malibu lt,2017.0,40215,휘발유,자동,4,후륜구동,대형,세단,빨간색,좋음,14398800
34423,volkswagen,jetta,2017.0,44128,휘발유,자동,4,후륜구동,준중형,세단,흰색,훌륭함,19794000
34424,chevrolet,trailblazer,2005.0,168056,휘발유,자동,6,사륜구동,중형,SUV,빨간색,훌륭함,6000000
34425,nissan,altima,2009.0,179192,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,6960000
34426,ford,taurus se,2009.0,225260,휘발유,자동,6,후륜구동,대형,세단,은색,훌륭함,4668000
34427,chevrolet,cruze,2015.0,69750,휘발유,자동,4,후륜구동,준중형,세단,은색,훌륭함,13800000
34428,ford,f-250 super duty,2002.0,273530,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,2640000
34429,chrysler,town & country,2015.0,119066,휘발유,자동,6,후륜구동,대형,밴,파란색,훌륭함,12600000
34430,mercury,mariner,2009.0,321800,휘발유,자동,6,사륜구동,대형,트럭,흰색,좋음,3480000
34431,ford,fusion sel,2006.0,289620,휘발유,자동,6,후륜구동,대형,세단,파란색,좋음,3600000
34432,dodge,journey,2013.0,234262,휘발유,자동,4,후륜구동,대형,SUV,은색,훌륭함,6594000
34433,chevrolet,cruze lt,2015.0,146419,휘발유,자동,4,후륜구동,중형,세단,빨간색,훌륭함,8280000
34434,gmc,terrain slt-1,2017.0,109412,휘발유,자동,6,후륜구동,중형,SUV,검은색,새거같음,18000000
34435,chevrolet,equinox lt,2017.0,64360,휘발유,자동,6,사륜구동,중형,SUV,흰색,훌륭함,15480000
34436,buick,regal turbo,2015.0,98149,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,11400000
34437,mazda,5,2012.0,226136,휘발유,자동,4,후륜구동,중형,미니밴,회색,훌륭함,4194000
34438,ford,escape,2013.0,114239,휘발유,자동,4,후륜구동,중형,SUV,초록색,훌륭함,11880000
34439,ford,focus se,2013.0,48270,휘발유,자동,4,후륜구동,중형,SUV,빨간색,훌륭함,11880000
34440,jeep,compass,2014.0,199752,휘발유,자동,4,사륜구동,중형,SUV,흰색,훌륭함,8394000
34441,chevrolet,malibu,2010.0,273085,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,4794000
34442,jeep,grand cherokee,2007.0,241350,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,4200000
34443,ford,fusion,2011.0,160756,휘발유,자동,6,후륜구동,중형,세단,보라색,훌륭함,7194000
34444,ford,explorer sport trac,2002.0,162,휘발유,자동,6,전륜구동,대형,픽업트럭,검은색,좋음,4200000
34445,chevrolet,malibu,2011.0,233305,휘발유,자동,6,후륜구동,대형,세단,파란색,좋음,4560000
34446,chevrolet,malibu,2013.0,138374,휘발유,자동,4,후륜구동,중형,세단,파란색,훌륭함,5760000
34447,ford,focus st,2018.0,54706,휘발유,수동,4,후륜구동,대형,해치백,검은색,훌륭함,17400000
34448,chrysler,200,2012.0,175381,휘발유,자동,6,후륜구동,대형,세단,파란색,좋음,5760000
34449,buick,rendezvous,2007.0,382,휘발유,자동,6,후륜구동,대형,SUV,은색,좋음,2280000
34450,chevrolet,suburban,2005.0,307319,휘발유,자동,8,사륜구동,대형,SUV,기타,좋음,3360000
34451,chevrolet,colorado,2005.0,201125,휘발유,자동,4,전륜구동,중형,픽업트럭,빨간색,좋음,4080000
34452,ford,focus 4-door se,2012.0,125502,휘발유,자동,4,후륜구동,준중형,세단,회색,훌륭함,6000000
34453,chevrolet,equinox,2019.0,47806,휘발유,자동,4,후륜구동,중형,SUV,흰색,훌륭함,22794000
34454,mercedes-benz,sprinter 2500,2017.0,369104,경유,자동,6,전륜구동,대형,밴,흰색,훌륭함,30000000
34455,toyota,camry,2012.0,288657,휘발유,자동,4,후륜구동,중형,세단,흰색,훌륭함,7200000
34456,lincoln,mkz,2016.0,92770,휘발유,자동,4,사륜구동,중형,세단,검은색,훌륭함,19500000
34457,ford,expedition max,2020.0,28419,휘발유,자동,6,사륜구동,대형,SUV,빨간색,훌륭함,77994000
34458,nissan,altima,2012.0,220433,휘발유,자동,4,후륜구동,중형,세단,회색,훌륭함,3000000
34459,ford,f-350sd,2014.0,209902,경유,자동,8,사륜구동,대형,트럭,흰색,훌륭함,40440000
34460,honda,accord,2004.0,503617,휘발유,자동,6,후륜구동,중형,세단,회색,나쁨,1800000
34461,cadillac,xt5,2018.0,54366,휘발유,자동,6,사륜구동,중형,SUV,빨간색,훌륭함,34800000
34462,chevrolet,silverado 2500hd,2016.0,94931,경유,자동,8,사륜구동,대형,픽업트럭,파란색,훌륭함,58200000
34463,ford,edge,2013.0,257440,휘발유,자동,6,후륜구동,중형,SUV,흰색,훌륭함,3480000
34464,chevrolet,silverado 2500hd,2003.0,191471,휘발유,자동,8,사륜구동,대형,트럭,회색,좋음,15000000
34465,lexus,es330,2005.0,312300,휘발유,자동,6,후륜구동,중형,세단,검은색,좋음,5580000
34466,chevrolet,impala lt,2009.0,182299,휘발유,자동,6,후륜구동,대형,세단,회색,좋음,5880000
34467,lincoln,zephyr,2006.0,321800,휘발유,자동,6,후륜구동,대형,세단,빨간색,좋음,1794000
34468,saturn,ion 2,2007.0,321800,휘발유,자동,4,후륜구동,중형,세단,검은색,좋음,2394000
34469,gmc,acadia slt,2008.0,321800,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,3900000
34470,chrysler,pacifica touring,2008.0,302492,휘발유,자동,6,후륜구동,중형,SUV,파란색,좋음,2040000
34471,buick,regal gs,2016.0,82059,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,13800000
34472,cadillac,deville,1972.0,56828,휘발유,자동,8,전륜구동,대형,세단,파란색,훌륭함,29994000
34473,lincoln,mks,2012.0,112630,휘발유,자동,6,사륜구동,대형,세단,흰색,훌륭함,18000000
34474,ford,flex sel awd,2010.0,296538,휘발유,자동,6,사륜구동,대형,SUV,파란색,좋음,7140000
34475,ford,expedition el limited,2007.0,310916,휘발유,자동,8,사륜구동,대형,SUV,회색,좋음,8340000
34476,gmc,envoy,2003.0,379724,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,3000000
34477,chevrolet,traverse lt,2006.0,237869,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,5340000
34478,volkswagen,passat,2014.0,130007,휘발유,자동,4,후륜구동,대형,세단,회색,훌륭함,10740000
34479,volkswagen,golf,2015.0,132541,휘발유,자동,4,후륜구동,준중형,해치백,회색,새거,9360000
34480,buick,allure,2008.0,95136,휘발유,자동,6,후륜구동,중형,세단,은색,좋음,5340000
34481,chevrolet,traverse ls,2013.0,338837,휘발유,자동,6,후륜구동,대형,SUV,파란색,새거같음,7194000
34482,ford,escape xlt,2008.0,255747,휘발유,자동,6,사륜구동,중형,SUV,빨간색,좋음,5340000
34483,mazda,6,2004.0,262006,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,2394000
34484,chevrolet,cobalt,2009.0,186837,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,3594000
34485,chevrolet,cobalt,2006.0,341114,휘발유,자동,4,후륜구동,중형,밴,은색,좋음,2340000
34486,chevrolet,tracker,2003.0,278331,휘발유,자동,4,사륜구동,중형,SUV,은색,좋음,2940000
34487,gmc,canyon denali,2018.0,38616,경유,자동,4,사륜구동,중형,픽업트럭,빨간색,훌륭함,42300000
34488,ford,f-150 platinum 6.2 4x4,2014.0,86886,휘발유,자동,8,사륜구동,대형,트럭,검은색,훌륭함,35940000
34489,cadillac,escalade luxury,2017.0,55393,휘발유,자동,8,사륜구동,대형,SUV,검은색,새거같음,58740000
34490,bmw,525i,2003.0,305710,휘발유,자동,6,후륜구동,대형,세단,검은색,훌륭함,3000000
34491,jeep,cherokee,1998.0,257440,휘발유,자동,6,사륜구동,준중형,SUV,검은색,나쁨,3600000
34492,ford,f150 xl,2008.0,305693,휘발유,자동,8,사륜구동,대형,트럭,흰색,훌륭함,7200000
34493,ford,f250 xl,2008.0,193401,경유,자동,8,전륜구동,대형,트럭,흰색,훌륭함,9540000
34494,chevrolet,silverado 1500,2013.0,198856,휘발유,자동,6,전륜구동,대형,트럭,흰색,훌륭함,10794000
34495,jeep,compass,2016.0,117204,휘발유,자동,4,사륜구동,준중형,해치백,파란색,새거같음,16200000
34496,ford,f250 crew 4x4 diesel,2018.0,119963,경유,자동,8,사륜구동,대형,픽업트럭,파란색,훌륭함,53880000
34497,ford,e150 cargo van,2007.0,408686,휘발유,자동,8,전륜구동,대형,밴,갈색,좋음,2520000
34498,gmc,sierra 2500,2007.0,404742,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,좋음,6900000
34499,dodge,journey r/t,2009.0,241461,휘발유,자동,6,후륜구동,대형,SUV,회색,새거같음,7194000
34500,chevrolet,impala ls,2008.0,201749,휘발유,자동,6,후륜구동,대형,세단,흰색,새거같음,5880000
34501,pontiac,grand am gt,2000.0,255951,휘발유,자동,6,후륜구동,중형,세단,검은색,좋음,2994000
34502,chevrolet,silverado 2500hd duramax,2007.0,339888,경유,자동,8,전륜구동,대형,픽업트럭,흰색,훌륭함,14394000
34503,ford,fusion sel,2006.0,289468,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,4194000
34504,chevrolet,malibu lt,2011.0,190674,휘발유,자동,4,후륜구동,중형,세단,흰색,새거같음,7194000
34505,chevrolet,blazer lt 4x4,2000.0,218848,휘발유,자동,6,사륜구동,중형,SUV,회색,좋음,3594000
34506,gmc,envoy slt 4x4,2007.0,272307,휘발유,자동,6,사륜구동,대형,SUV,빨간색,훌륭함,5994000
34507,ford,focus se,2014.0,102612,휘발유,자동,4,후륜구동,중형,세단,흰색,새거같음,9594000
34508,chevrolet,silverado 1500,2010.0,641286,휘발유,자동,6,전륜구동,대형,픽업트럭,흰색,훌륭함,3594000
34509,chevrolet,1500 z71 4x4,2015.0,100412,휘발유,자동,8,사륜구동,대형,트럭,검은색,훌륭함,37800000
34510,chevrolet,suburban 1500,2011.0,267094,하이브리드,자동,8,사륜구동,대형,SUV,검은색,훌륭함,14760000
34511,nissan,frontier,1998.0,375711,휘발유,자동,4,전륜구동,중형,트럭,갈색,좋음,2400000
34512,nissan,versa sv,2015.0,205952,휘발유,자동,4,후륜구동,중형,세단,회색,훌륭함,3120000
34513,ford,f250 xlt,2002.0,370037,경유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,3360000
34514,chevrolet,impala premier,2019.0,43928,휘발유,자동,6,후륜구동,중형,세단,회색,새거같음,29994000
34515,gmc,sierra denali 1500,2018.0,44429,휘발유,자동,8,사륜구동,대형,픽업트럭,검은색,새거같음,56394000
34516,dodge,charger sxt,2017.0,59499,휘발유,자동,6,전륜구동,중형,세단,검은색,훌륭함,28794000
34517,ford,f150 lariat,2016.0,187894,휘발유,자동,6,사륜구동,대형,픽업트럭,검은색,훌륭함,41994000
34518,chevrolet,malibu lt,2020.0,6149,휘발유,자동,4,후륜구동,중형,세단,흰색,새거같음,26394000
34519,dodge,challenger rt scat,2017.0,6997,휘발유,자동,8,전륜구동,중형,쿠페,주황색,새거같음,47994000
34520,ford,fusion sel,2009.0,209170,휘발유,자동,6,후륜구동,대형,세단,검은색,훌륭함,3480000
34521,ford,f150 fx4,2013.0,202289,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,훌륭함,27594000
34522,ford,transit connect xl,2017.0,74403,휘발유,자동,4,후륜구동,중형,밴,흰색,훌륭함,21594000
34523,chevrolet,malbu lt,2019.0,47566,휘발유,자동,4,후륜구동,중형,세단,회색,새거같음,22794000
34524,ford,f150 lariat,2017.0,75642,휘발유,자동,8,사륜구동,대형,픽업트럭,검은색,훌륭함,47994000
34525,dodge,challenger rt 392,2018.0,43216,휘발유,자동,8,전륜구동,중형,쿠페,빨간색,훌륭함,47994000
34526,dodge,charger rt scat,2018.0,49978,휘발유,자동,8,전륜구동,중형,세단,검은색,새거같음,51594000
34527,gmc,sierra slt 1500,2014.0,213866,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,훌륭함,29994000
34528,chrysler,300,2009.0,234914,휘발유,자동,6,후륜구동,대형,세단,검은색,훌륭함,3120000
34529,chrysler,300c,2013.0,220433,휘발유,자동,8,전륜구동,중형,세단,검은색,훌륭함,5880000
34530,gmc,envoy,2006.0,198270,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,3594000
